24.75	1.0107526882
51.3	0.4759615385
69.85	1.3056994819
105.35	0.9169435216
134.85	1.4747474747
166.5	0.4193548387
196		0.2666666667
224.5	0.3103448276
255		0.2666666667
285		-0.0666666667
315		0.1333333333
345		0.2333333333
